Base Price;;Name;Supplier;Image URL
8.96;;Mały szachista. Kurs video. Poziom pierwszy. Nauka gry w szachy dla dzieci;Wiktor Lech;https://static01.helion.com.pl/global/okladki/145x218/vmasza.png
35.55;;Node.js. Kurs video. Tworzenie skalowalnych aplikacji webowych;Łukasz Ogan;https://static01.helion.com.pl/global/okladki/145x218/vnodjs.png
31.05;;Spring Web MVC. Kurs video. Programowanie aplikacji webowych;Dobromir Matusiewicz;https://static01.helion.com.pl/global/okladki/145x218/vswmvc.png
22.05;;Programowanie w Ruby. Poziom drugi. Kurs video. Zaawansowane techniki;Jacek Galanciak;https://static01.helion.com.pl/global/okladki/145x218/vprub2.png
71.60;;Canvas. Kurs video. Tworzenie elementów graficznych na stronach internetowych;Bartosz Szmit;https://static01.helion.com.pl/global/okladki/145x218/prwtc.png
15.71;;Mały programista. Kurs video. Programowanie gier w Scratch 2.0;Agnieszka Borkowska;https://static01.helion.com.pl/global/okladki/145x218/vmapro.png
15.71;;Unity. Sztuczki przyspieszające pracę w edytorze. Kurs video;Arkadiusz Brzegowy;https://static01.helion.com.pl/global/okladki/145x218/vunisz.png
35.60;;PHP 8. Kurs video. Piszemy pierwsze skrypty! Poziom podstawowy;Jarosław Baca;https://static01.helion.com.pl/global/okladki/145x218/vphp8v.png
31.05;;Twoja pierwsza gra 3D w Unity 2020. Kurs video. Przenieś grę na URP!;Arkadiusz Brzegowy;https://static01.helion.com.pl/global/okladki/145x218/vtpgu3.png
26.55;;Spring. Kurs video. Poziom pierwszy. Prosty sposób na zaawansowane aplikacje;Dobromir Matusiewicz;https://static01.helion.com.pl/global/okladki/145x218/vsprku.png
44.55;;Ruby on Rails (RoR). Kurs video. Programowanie aplikacji internetowych;Jacek Galanciak;https://static01.helion.com.pl/global/okladki/145x218/vrubra.png
31.05;;E-learning z Moodle. Kurs video. Poziom pierwszy. Tworzenie i obsługa platformy szkoleniowej;Piotr Brzózka;https://static01.helion.com.pl/global/okladki/145x218/vmood1.png
17.95;;PowerPoint 2013. Kurs video. Poziom pierwszy. Tworzenie profesjonalnej prezentacji;Aleksandra Tomaszewska ;https://static01.helion.com.pl/global/okladki/145x218/vmppv1.png
31.05;;Microsoft Project 2013. Kurs video. Poziom drugi. Zaawansowane techniki zarządzania projektami;Sebastian Wilczewski;https://static01.helion.com.pl/global/okladki/145x218/vmpro2.png
26.55;;CorelDRAW X7. Kurs video. Projektowanie identyfikacji wizualnej firmy;Monika Popiołkiewicz;https://static01.helion.com.pl/global/okladki/145x218/vcox7p.png
31.05;;Ruby. Kurs video. Poziom pierwszy. Podstawy języka i praktyczne przykłady;Jacek Galanciak;https://static01.helion.com.pl/global/okladki/145x218/vruby.png
31.05;;Microsoft Project 2013. Kurs video. Poziom pierwszy. Podstawy zarządzania projektami;Sebastian Wilczewski;https://static01.helion.com.pl/global/okladki/145x218/msprop.png
35.55;;ASP.NET MVC. Kurs video. Poziom pierwszy. Programowanie aplikacji internetowych;Marek Stabla;https://static01.helion.com.pl/global/okladki/145x218/aspnet.png
26.55;;CSS3. Kurs video. Poziom pierwszy. Nowoczesne i stylowe strony WWW;Tomasz Kowalski;https://static01.helion.com.pl/global/okladki/145x218/csspod.png
31.05;;AutoCAD LT 2015. Kurs video. Poziom pierwszy. Podstawy projektowania 2D;Kamil Przybyliński;https://static01.helion.com.pl/global/okladki/145x218/vaclt1.png
22.05;;Unity. Kurs video. Tworzenie gry 2D;Arkadiusz Brzegowy;https://static01.helion.com.pl/global/okladki/145x218/vunity.png
26.55;;Unity 2019. Kurs wideo. Wyścigi 2D - ostatnie szlify;Arkadiusz Brzegowy;https://static01.helion.com.pl/global/okladki/145x218/vuniwy.png
79.00;;Programowanie z Minecraft dla dzieci. Kurs video. Język Lua od podstaw;Urszula Wiejak;https://static01.helion.com.pl/global/okladki/145x218/vprmid.png
31.60;;PHP 7.3. Kurs video. Tworzenie bezpiecznej strony typu e-commerce;Kamil Monicz;https://static01.helion.com.pl/global/okladki/145x218/vtbsec.png
22.05;;RxJava. Kurs video. Programowanie reaktywne;Michał Szczepanik;https://static01.helion.com.pl/global/okladki/145x218/vrxjpr.png
8.96;;Funkcja wykładnicza, logarytmy i ciągi. Jak zdać maturę z matematyki? Kurs video. Poziom podstawowy;Denis Aleksa;https://static01.helion.com.pl/global/okladki/145x218/vjakpf.png
8.96;;Liczby rzeczywiste, logika i zbiory. Jak zdać maturę z matematyki? Kurs video. Poziom podstawowy;Denis Aleksa;https://static01.helion.com.pl/global/okladki/145x218/vjakpl.png
8.96;;Stereometria. Jak zdać maturę z matematyki? Kurs video. Poziom podstawowy;Denis Aleksa;https://static01.helion.com.pl/global/okladki/145x218/vjapst.png
40.05;;Asynchroniczne REST API w Pythonie. Kurs video. Tworzenie aplikacji w aiohttp;Tomasz Trębski;https://static01.helion.com.pl/global/okladki/145x218/vaioht.png
44.55;;OpenGL. Kurs video. Wprowadzenie do programowania grafiki komputerowej;Krzysztof Szenk;https://static01.helion.com.pl/global/okladki/145x218/vmoopg.png
26.55;;Unity. Kurs video. Od programisty do twórcy gier RPG;Arkadiusz Brzegowy;https://static01.helion.com.pl/global/okladki/145x218/vurpg.png
44.55;;Niemiecki dla specjalistów IT. Kurs video. Poziom drugi - średnio zaawansowany. Doskonalenie kompetencji komunikacyjnych;Rafał Tondera;https://static01.helion.com.pl/global/okladki/145x218/vniit2.png
44.55;;Java na serwerze - kurs przetrwania.  Obóz drugi. Od serwletów do Spring Boota;Jarosław Ratajski;https://static01.helion.com.pl/global/okladki/145x218/vjava2.png
22.05;;Android Studio. Kurs video. Narzędzia Android developera;Michał Szczepanik;https://static01.helion.com.pl/global/okladki/145x218/vpnand.png
15.71;;Unity. Kurs video. 10 gotowych rozwiązań, które przydadzą się w każdej grze;Arkadiusz Brzegowy;https://static01.helion.com.pl/global/okladki/145x218/vungot.png
40.05;;Podstawy programowania w Javie. Kurs video. Poziom pierwszy. Stwórz swoją pierwszą grę konsolową;Jakub Zagórski;https://static01.helion.com.pl/global/okladki/145x218/vnaprj.png
31.05;;SEO. Kurs video. Poziom drugi. Strategie pozycjonowania i techniki pracy;Dominik Piestrzyński;https://static01.helion.com.pl/global/okladki/145x218/vseop2.png
26.55;;Java RESTful API z wykorzystaniem Hibernate. Kurs video. Poziom pierwszy. Tworzenie panelu administracyjnego;Łukasz Dusza;https://static01.helion.com.pl/global/okladki/145x218/varapr.png
26.55;;Ruby on Rails. Kurs video. Wdrażanie (deployment) na własne serwery i chmurę;Jacek Galanciak;https://static01.helion.com.pl/global/okladki/145x218/vwaror.png
40.05;;Java na serwerze - kurs przetrwania. Obóz pierwszy;Jarosław Ratajski;https://static01.helion.com.pl/global/okladki/145x218/vjavs1.png
134.55;;Sterowniki Siemens. Kurs video. Programowanie PLC w praktyce;Tomasz Gilewski;https://static01.helion.com.pl/global/okladki/145x218/vsteps.png
31.05;;ASP.NET Core MVC. Kurs video. Poziom drugi. Programowanie nowoczesnych aplikacji internetowych;Dawid Borycki;https://static01.helion.com.pl/global/okladki/145x218/vasmv2.png
26.55;;Spring Security. Kurs video. Skuteczne metody zabezpieczeń aplikacji;Dobromir Matusiewicz;https://static01.helion.com.pl/global/okladki/145x218/vsprse.png
20.20;;Unity. Publikacja gry w AppStore i Windows Store. Kurs video;Arkadiusz Brzegowy;https://static01.helion.com.pl/global/okladki/145x218/vunpub.png
26.55;;Unity. Kurs video. Poziom trzeci. Tworzenie gry 2D i publikacja w Google Play;Arkadiusz Brzegowy;https://static01.helion.com.pl/global/okladki/145x218/vunit3.png
44.55;;C++. Kurs video. Poziom drugi. Programowanie obiektowe. Pisanie własnych klas;Jarosław Baca;https://static01.helion.com.pl/global/okladki/145x218/vcpp2v.png
304.00;;Administrowanie sieciami Cisco. Kurs video. Przygotowanie do egzaminu CCNA/ICND2 200-105;Adam Józefiok;https://static01.helion.com.pl/global/okladki/145x218/vadcis.png
161.79;;Receptura na Python. Kurs Video. 54 praktyczne porady dla programistów;Karol Kurek;https://static01.helion.com.pl/global/okladki/145x218/v50ppu.png
129.27;;SQL. Kurs video. Kompendium wiedzy na podstawie MySQL;Piotr Chudzik;https://static01.helion.com.pl/global/okladki/145x218/vsqlkp.png
15.71;;CorelDRAW X7. Kurs video. Sztuczki i gotowe rozwiązania;Monika Popiołkiewicz;https://static01.helion.com.pl/global/okladki/145x218/vcdrx7.png
26.55;;Unity. Kurs video. Poziom drugi. Tworzenie gry 2D;Arkadiusz Brzegowy;https://static01.helion.com.pl/global/okladki/145x218/vunip2.png
35.55;;SketchUp 2015. Kurs video. Poziom pierwszy. Podstawy modelowania 3D - dom i wnętrze;Dominik Gawroński;https://static01.helion.com.pl/global/okladki/145x218/vgoske.png
15.60;;Excel 2013. Kurs video. Sztuczki i gotowe rozwiązania;Daniel Brzózka;https://static01.helion.com.pl/global/okladki/145x218/vextri.png
15.60;;Oświetlenie portretowe. Warsztaty ze Scottem Kelbym. Kurs video;Scott Kelby;https://static01.helion.com.pl/global/okladki/145x218/voswpo.png
31.05;;Drupal 7. Kurs video. Poziom pierwszy. Szybkie tworzenie stron internetowych;Sławomir Szulczewski;https://static01.helion.com.pl/global/okladki/145x218/drup1v.png
31.05;;Adobe Premiere Pro. Kurs video. Poziom pierwszy. Najważniejsze techniki montażu video;Bartosz Bartczak;https://static01.helion.com.pl/global/okladki/145x218/prepop.png
44.55;;AutoCAD LT 2015. Kurs video. Poziom drugi. Zaawansowane projektowanie 2D;Kamil Przybyliński;https://static01.helion.com.pl/global/okladki/145x218/vaclt2.png
23.60;;Twoja pierwsza gra 3D w Unity 2020. Kurs video. Tower Defence - prototyp od podstaw;Arkadiusz Brzegowy;https://static01.helion.com.pl/global/okladki/145x218/vun3d1.png
58.05;;Apache Kafka. Kurs video. Wstęp do strumieniowego przetwarzania danych;Marcin Berendt;https://static01.helion.com.pl/global/okladki/145x218/vkafka.png
53.55;;AutoCAD 2020. Kurs video. Podstawy zastosowania programu w architekturze i budownictwie;Piotr Polinceusz;https://static01.helion.com.pl/global/okladki/145x218/vac20p.png
47.60;;Blockchain. Kurs video. Cyfrowa ewolucja w świecie finansów;Tomasz Waszczyk;https://static01.helion.com.pl/global/okladki/145x218/vwszdf.png
26.55;;Unreal Engine 4. Kurs video. Tworzenie gry Tower Defense dla początkujących;Karol Gaida;https://static01.helion.com.pl/global/okladki/145x218/vunen4.png
26.55;;Unity 2019. Kurs video. Wyścigi 2D - rozbudowa gry;Arkadiusz Brzegowy;https://static01.helion.com.pl/global/okladki/145x218/vun19w.png
26.55;;Unity 2019. Kurs video. Wyścigi 2D - budujemy prototyp;Arkadiusz Brzegowy;https://static01.helion.com.pl/global/okladki/145x218/vuni19.png
22.05;;Testowanie aplikacji w React.js. Kurs video. Praca z biblioteką Jest.js;Krzysztof Komar;https://static01.helion.com.pl/global/okladki/145x218/vtesap.png
8.96;;Pojęcie funkcji i funkcja liniowa. Jak zdać maturę z matematyki? Kurs video. Poziom podstawowy;Denis Aleksa;https://static01.helion.com.pl/global/okladki/145x218/vjakpo.png
8.96;;Trygonometria. Jak zdać maturę z matematyki? Kurs video. Poziom podstawowy;Denis Aleksa;https://static01.helion.com.pl/global/okladki/145x218/vjakpt.png
8.96;;Funkcja kwadratowa i funkcja wymierna. Jak zdać maturę z matematyki? Kurs video. Poziom podstawowy;Denis Aleksa;https://static01.helion.com.pl/global/okladki/145x218/vjakzd.png
35.55;;Vue.js. Kurs video. Sprawne i szybkie pisanie aplikacji webowych;Jarosław Baca;https://static01.helion.com.pl/global/okladki/145x218/vvujev.png
31.05;;Angielski w biznesie. Kurs video. Poziom drugi. Zaawansowane słownictwo biznesowe;Anna Lewoc;https://static01.helion.com.pl/global/okladki/145x218/vanbi2.png
89.55;;ArchiCAD 21. Kurs video. Poziom drugi. Nowe funkcje programu;Rafał Ślęk;https://static01.helion.com.pl/global/okladki/145x218/vaktua.png
31.60;;Django. Kurs video. Poziom pierwszy. Podstawy tworzenia aplikacji;Cezary Kaszuba;https://static01.helion.com.pl/global/okladki/145x218/vdjan1.png
31.60;;Laravel. Kurs video. Poziom pierwszy. Programowanie aplikacji w PHP;Paweł Kamiński;https://static01.helion.com.pl/global/okladki/145x218/vpaila.png
44.55;;Platforma Xamarin. Kurs video. Poziom drugi. Zaawansowane techniki tworzenia aplikacji cross-platform;Daniel Krzyczkowski;https://static01.helion.com.pl/global/okladki/145x218/vplax2.png
27.60;;TypeScript. Kurs video. Poziom pierwszy. Składnia, organizacja projektu, obiektowość i generyczność;Karol Rogowski;https://static01.helion.com.pl/global/okladki/145x218/vtypsc.png
26.55;;jQuery. Kurs video. Poziom drugi. Interaktywne banery i funkcjonalne menu;Jarosław Baca;https://static01.helion.com.pl/global/okladki/145x218/vjque2.png
44.55;;Programowanie aplikacji mobilnych dla iOS z wykorzystaniem Xcode, Swift 3.0 i iOS 10 SDK. Kurs video. Poziom pierwszy;Dawid Borycki;https://static01.helion.com.pl/global/okladki/145x218/vios10.png
22.05;;Gry Unity i Facebook. Efektywna integracja, budowanie zasięgu i popularności. Kurs video;Arkadiusz Brzegowy;https://static01.helion.com.pl/global/okladki/145x218/vgryuf.png
47.60;;AngularJS. Kurs video. Czysty kod;Dariusz Kalbarczyk;https://static01.helion.com.pl/global/okladki/145x218/vanczk.png
44.55;;Adobe InDesign CC. Skład dokumentów elektronicznych. Kurs video;Paweł Zakrzewski;https://static01.helion.com.pl/global/okladki/145x218/vindp3.png
304.00;;Administrowanie sieciami Cisco. Kurs video. Przygotowanie do egzaminu CCNA/ICND1 100-105;Adam Józefiok;https://static01.helion.com.pl/global/okladki/145x218/vascis.png
17.55;;Adobe Photoshop Lightroom 6. Kurs video. Sztuczki i gotowe rozwiązania;Rafał Różalski;https://static01.helion.com.pl/global/okladki/145x218/vphlim.png
35.55;;Adobe InDesign CC. Kurs video. Poziom drugi. Automatyzacja pracy i zaawansowane techniki składu;Paweł Zakrzewski;https://static01.helion.com.pl/global/okladki/145x218/vincc2.png
31.05;;Drupal 7. Kurs video. Poziom drugi. Zaawansowane moduły, skórki i patche;Sławomir Szulczewski;https://static01.helion.com.pl/global/okladki/145x218/vdrup2.png
23.60;;Joomla. Kurs video. Poziom pierwszy. Instalacja i rozbudowa witryny;Elżbieta Szejgis;https://static01.helion.com.pl/global/okladki/145x218/vjoom1.png
26.55;;Gimp. Kurs video. Poziom pierwszy. Podstawy tworzenia projektów;Jarosław Baca;https://static01.helion.com.pl/global/okladki/145x218/gimp1p.png
31.05;;Adobe Photoshop CC. Kurs video. Poziom drugi. Zaawansowane techniki i triki dla każdego;Andrzej Günther;https://static01.helion.com.pl/global/okladki/145x218/phccz2.png
26.55;;SEO. Kurs video. Poziom pierwszy. Pozycjonowanie i optymalizacja stron WWW;Dominik Piestrzyński;https://static01.helion.com.pl/global/okladki/145x218/seopoz.png
22.05;;Unity. Kurs video. Poziom drugi. Tworzenie gier komputerowych 3D;Arkadiusz Brzegowy;https://static01.helion.com.pl/global/okladki/145x218/unit2v.png
31.05;;WordPress. 50 genialnych wtyczek. Kurs video;Leszek Pomianowski;https://static01.helion.com.pl/global/okladki/145x218/v50gww.png
35.60;;AutoCAD 2020. Kurs video. Poznaj świat 3d;Piotr Polinceusz;https://static01.helion.com.pl/global/okladki/145x218/vac20m.png
35.55;;Pokonaj stres. Kurs video. Jak zadbać o odporność psychiczną w obecnej i każdej trudnej sytuacji;Andrzej Niemczyk;https://static01.helion.com.pl/global/okladki/145x218/vrastr.png
23.60;;JavaFX. Kurs video. Wzorce oraz typy generyczne;Łukasz Bownik;https://static01.helion.com.pl/global/okladki/145x218/vjavfx.png
134.55;;ARCHICAD. Kurs video. Obsługa bibliotek i zarządzanie zasobami, tworzenie własnych obiektów;Rafał Ślęk;https://static01.helion.com.pl/global/okladki/145x218/varcho.png
997.00;;E-biznes do Kwadratu;Maciej Dutko;https://static01.helion.com.pl/global/okladki/145x218/s_004r.png
304.00;;Bezpieczeństwo sieci Cisco. Przygotowanie do egzaminu CCNA Security 210-260. Kurs video;Adam Józefiok;https://static01.helion.com.pl/global/okladki/145x218/vcisse.png
27.60;;Google AdWords. Kurs video. Skuteczne kampanie reklamowe;Michał Zawer;https://static01.helion.com.pl/global/okladki/145x218/vgoadw.png
31.05;;Uniwersalna Platforma Windows. Kurs video. Poziom pierwszy. Programowanie aplikacji dla urządzeń desktopowych, mobilnych i holograficznych;Dawid Borycki;https://static01.helion.com.pl/global/okladki/145x218/vw10pa.png
13.96;;Zagraj z nami w Minecraft. Kurs video. Pierwsze kroki;Bartosz Danowski;https://static01.helion.com.pl/global/okladki/145x218/vzamin.png
22.05;;Windows 10. Kurs video. Krok po kroku;Bartosz Danowski;https://static01.helion.com.pl/global/okladki/145x218/vwin10.png
26.55;;Baltie. Kurs video. Poziom pierwszy. Elementarz programowania w języku wizualnym;Agnieszka Borkowska;https://static01.helion.com.pl/global/okladki/145x218/vbalti.png
35.55;;Wystąpienia publiczne w biznesie. Kurs video;Agata Rzędowska;https://static01.helion.com.pl/global/okladki/145x218/vwypub.png
47.60;;AngularJS. Kurs video. Poziom pierwszy. Tworzenie aplikacji;Dariusz Kalbarczyk;https://static01.helion.com.pl/global/okladki/145x218/vangjs.png
31.60;;Responsive i Bootstrap. Kurs video. Poziom pierwszy. Błyskawiczne tworzenie responsywnych serwisów WWW;Szymon Pendolski;https://static01.helion.com.pl/global/okladki/145x218/vrespb.png
31.60;;3ds Max 2015. Kurs video. Poziom pierwszy. Modelowanie 3D, oświetlenie i renderowanie;Konrad Ożóg;https://static01.helion.com.pl/global/okladki/145x218/3dmaxz.png
26.55;;Adobe Photoshop CC 2014. Kurs video. Poziom pierwszy. Najlepsze techniki obróbki obrazów;Aleksandra Tomaszewska;https://static01.helion.com.pl/global/okladki/145x218/photop.png
19.60;;Podstawy programowania. Kurs video. Projektowanie i modelowanie obiektowe;Iwona Kubowicz;https://static01.helion.com.pl/global/okladki/145x218/vpopro.png
121.14;;Konwolucyjne sieci neuronowe. Kurs video. Tensorflow i Keras w rozpoznawaniu obrazów;Kacper Łukawski;https://static01.helion.com.pl/global/okladki/145x218/vmales.png
39.60;;AutoCAD 2020. Kurs video. Projektowanie parametryczne;Piotr Polinceusz;https://static01.helion.com.pl/global/okladki/145x218/vac20z.png
39.60;;Skuteczny szef. Kurs video. Jak wspierać podwładnych i utrzymać ich efektywność w trudnych sytuacjach;Andrzej Niemczyk;https://static01.helion.com.pl/global/okladki/145x218/vwsppo.png
0.00;;Mind mapping z komputerem. Kurs video. Uporządkuj swoje myśli;Paweł Wimmer;https://static01.helion.com.pl/global/okladki/145x218/vtwmap.png
35.60;;LESS. Kurs video. Poziom pierwszy. Jak usprawnić pracę z CSS;Jarosław Baca;https://static01.helion.com.pl/global/okladki/145x218/vlessk.png
51.60;;Angular 5. Kurs video. Poziom pierwszy. Programowanie webowe w oparciu o architekturę komponentową;Miłosz Piechocki;https://static01.helion.com.pl/global/okladki/145x218/vangu4.png
39.00;;Zawód marzeń. Zostań programistą branży IT;Sebastian Dąbrowski;https://static01.helion.com.pl/global/okladki/145x218/s_0052.png
119.60;;Instalacja i konfiguracja baz danych. Kurs video. Przygotowanie do  egzaminu 70-765 Provisioning SQL Databases;Marcin Szeliga;https://static01.helion.com.pl/global/okladki/145x218/vinkbd.png
31.60;;Sztuka kierowania zespołem handlowym. Coaching handlowców. Kurs video;Andrzej Niemczyk;https://static01.helion.com.pl/global/okladki/145x218/vszkiz.png
31.60;;3ds Max 2015. Kurs video. Poziom drugi. Modelowanie zaawansowane, ustawienia renderingu, materiały i tekstury;Konrad Ożóg;https://static01.helion.com.pl/global/okladki/145x218/3dsm2v.png
35.60;;Cinema 4D R16. Kurs video. Poziom pierwszy. Modelowanie w 3D, animacja i renderowanie;Marcin Strzempkowski;https://static01.helion.com.pl/global/okladki/145x218/cin4dp.png
27.60;;Adobe Photoshop CS6. Kurs video. Kreatywne efekty w fotografii ślubnej;Franciszek Gołębiowski;https://static01.helion.com.pl/global/okladki/145x218/phfots.png
23.60;;Adobe Photoshop Lightroom 5. Kurs video. Poziom pierwszy. Sekrety cyfrowej edycji i obróbki zdjęć;Rafał Różalski;https://static01.helion.com.pl/global/okladki/145x218/vpcsl5.png
