Base Price,Price Tax Included,Name,Supplier,Image URL,Url
15.60,1,PHP. Kurs video. Poziom pierwszy. Programowanie obiektowe w praktyce,Krzysztof Wołowski,https://static01.helion.com.pl/global/okladki/145x218/vphpp1.png,"https://helion.pl/ksiazki/php-kurs-video-poziom-pierwszy-programowanie-obiektowe-w-praktyce-krzysztof-wolowski,vphpp1.htm#format/w"
49.50,1,Jak zdać maturę z matematyki? Kurs video. Kompleksowe przygotowanie do matury. Poziom podstawowy,Denis Aleksa,https://static01.helion.com.pl/global/okladki/145x218/vkmama.png,"https://helion.pl/ksiazki/jak-zdac-mature-z-matematyki-kurs-video-kompleksowe-przygotowanie-do-matury-poziom-podstawowy-denis-aleksa,vkmama.htm#format/w"
39.50,1,Matematyka a programowanie. Kurs video. Od pojęcia liczby po płaszczyznę zespoloną w Pythonie,Karol Kurek,https://static01.helion.com.pl/global/okladki/145x218/vodmat.png,"https://helion.pl/ksiazki/matematyka-a-programowanie-kurs-video-od-pojecia-liczby-po-plaszczyzne-zespolona-w-pythonie-karol-kurek,vodmat.htm#format/w"
17.95,1,Administracja systemem Linux. Kurs video. Przewodnik dla początkujących,Adrian Kubala,https://static01.helion.com.pl/global/okladki/145x218/vadlin.png,"https://helion.pl/ksiazki/administracja-systemem-linux-kurs-video-przewodnik-dla-poczatkujacych-adrian-kubala,vadlin.htm#format/w"
26.55,1,JavaScript. Kurs video. Programowanie funkcyjne i reaktywne,Paweł Choniawko,https://static01.helion.com.pl/global/okladki/145x218/vpfrjs.png,"https://helion.pl/ksiazki/javascript-kurs-video-programowanie-funkcyjne-i-reaktywne-pawel-choniawko,vpfrjs.htm#format/w"
26.55,1,"Analiza danych w środowisku R. Kurs video. Poziom pierwszy. Manipulacja, modelowanie i wizualizacja danych w praktyce",Alicja Wolny-Dominiak,https://static01.helion.com.pl/global/okladki/145x218/vnozar.png,"https://helion.pl/ksiazki/analiza-danych-w-srodowisku-r-kurs-video-poziom-pierwszy-manipulacja-modelowanie-i-wizualizacja-d-alicja-wolny-dominiak,vnozar.htm#format/w"
58.05,1,Amazon Web Services. Kurs video. Tworzenie aplikacji,Dawid Borycki,https://static01.helion.com.pl/global/okladki/145x218/vamweb.png,"https://helion.pl/ksiazki/amazon-web-services-kurs-video-tworzenie-aplikacji-dawid-borycki,vamweb.htm#format/w"
31.05,1,Twoja pierwsza gra 3D w Unity 2020. Kurs video. Od prototypu do gry Tower Defence,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vtpg3d.png,"https://helion.pl/ksiazki/twoja-pierwsza-gra-3d-w-unity-2020-kurs-video-od-prototypu-do-gry-tower-defence-arkadiusz-brzegowy,vtpg3d.htm#format/w"
35.55,1,Django REST framework. Kurs video. Praktyczne wprowadzenie do projektowania interfejsów REST API,Sebastian Opałczyński,https://static01.helion.com.pl/global/okladki/145x218/djrefr.png,"https://helion.pl/ksiazki/django-rest-framework-kurs-video-praktyczne-wprowadzenie-do-projektowania-interfejsow-rest-api-sebastian-opalczynski,djrefr.htm#format/w"
44.55,1,Bash. Kurs video. Zostań administratorem systemów IT,Piotr Kośka,https://static01.helion.com.pl/global/okladki/145x218/vbashv.png,"https://helion.pl/ksiazki/bash-kurs-video-zostan-administratorem-systemow-it-piotr-koska-piotr-tenyszyn,vbashv.htm#format/w"
31.05,1,Programowanie w C#. Poziom drugi. Kurs video. Zaawansowane techniki,Przemysław Starosta,https://static01.helion.com.pl/global/okladki/145x218/vproc2.png,"https://helion.pl/ksiazki/programowanie-w-c-poziom-drugi-kurs-video-zaawansowane-techniki-przemyslaw-starosta,vproc2.htm#format/w"
31.60,1,PHP. Kurs video. Tworzenie własnego środowiska na podstawie wzorca MVC,Kamil Kozaczyński,https://static01.helion.com.pl/global/okladki/145x218/vphpsr.png,"https://helion.pl/ksiazki/php-kurs-video-tworzenie-wlasnego-srodowiska-na-podstawie-wzorca-mvc-kamil-kozaczynski,vphpsr.htm#format/w"
35.55,1,T-SQL. Kurs video. Programowanie baz danych w SQL Server,Przemysław Starosta,https://static01.helion.com.pl/global/okladki/145x218/vtsqlp.png,"https://helion.pl/ksiazki/t-sql-kurs-video-programowanie-baz-danych-w-sql-server-przemyslaw-starosta,vtsqlp.htm#format/w"
53.55,1,Java dla średnio zaawansowanych. Kurs video. Tworzenie profesjonalnych projektów,Jakub Zagórski,https://static01.helion.com.pl/global/okladki/145x218/vjavsz.png,"https://helion.pl/ksiazki/java-dla-srednio-zaawansowanych-kurs-video-tworzenie-profesjonalnych-projektow-jakub-zagorski,vjavsz.htm#format/w"
26.55,1,Spring Security. Kurs video. Metody zabezpieczania aplikacji webowych,Adam Zaręba,https://static01.helion.com.pl/global/okladki/145x218/vspsec.png,"https://helion.pl/ksiazki/spring-security-kurs-video-metody-zabezpieczania-aplikacji-webowych-adam-zareba,vspsec.htm#format/w"
134.55,1,"ArchiCAD. Kurs video. Poziom pierwszy. Projektowanie domu jednorodzinnego ",Rafał Ślęk,https://static01.helion.com.pl/global/okladki/145x218/vaca18.png,"https://helion.pl/ksiazki/archicad-kurs-video-poziom-pierwszy-projektowanie-domu-jednorodzinnego-rafal-slek,vaca18.htm#format/w"
34.50,1,JUnit - testy jednostkowe. Kurs video. Automatyzacja procesu testowania w Javie,Zofia Matusiewicz,https://static01.helion.com.pl/global/okladki/145x218/vjunte.png,"https://helion.pl/ksiazki/junit-testy-jednostkowe-kurs-video-automatyzacja-procesu-testowania-w-javie-zofia-matusiewicz,vjunte.htm#format/w"
26.55,1,Podstawy programowania. Kurs video. Bazy danych,Piotr Wrotny,https://static01.helion.com.pl/global/okladki/145x218/vppbda.png,"https://helion.pl/ksiazki/podstawy-programowania-kurs-video-bazy-danych-piotr-wrotny,vppbda.htm#format/w"
22.05,1,Język XML. Kurs video. Poziom pierwszy. Tworzenie struktury dokumentów XML,Marcin Albiniak,https://static01.helion.com.pl/global/okladki/145x218/vxmlv1.png,"https://helion.pl/ksiazki/jezyk-xml-kurs-video-poziom-pierwszy-tworzenie-struktury-dokumentow-xml-marcin-albiniak,vxmlv1.htm#format/w"
24.50,1,HTML5. Kurs video. Poziom pierwszy. Programowanie dla początkujących webmasterów,Jarosław Baca,https://static01.helion.com.pl/global/okladki/145x218/html1v.png,"https://helion.pl/ksiazki/html5-kurs-video-poziom-pierwszy-programowanie-dla-poczatkujacych-webmasterow-jaroslaw-baca,html1v.htm#format/w"
31.05,1,"Linux Server. Kurs video. Usługi serwerowe, skrypty i środowisko graficzne",Adam Raźniewski,https://static01.helion.com.pl/global/okladki/145x218/vlinse.png,"https://helion.pl/ksiazki/linux-server-kurs-video-uslugi-serwerowe-skrypty-i-srodowisko-graficzne-adam-razniewski,vlinse.htm#format/w"
31.05,1,Django. Kurs video. Tworzenie interaktywnych stron internetowych i aplikacji webowych,Roman Kierzkowski,https://static01.helion.com.pl/global/okladki/145x218/vdjapp.png,"https://helion.pl/ksiazki/django-kurs-video-tworzenie-interaktywnych-stron-internetowych-i-aplikacji-webowych-roman-kierzkowski,vdjapp.htm#format/w"
44.55,1,Język C# w praktyce. Kurs video. Przetwarzanie danych zewnętrznych,Mariusz Postół,https://static01.helion.com.pl/global/okladki/145x218/vjcprv.png,"https://helion.pl/ksiazki/jezyk-c-w-praktyce-kurs-video-przetwarzanie-danych-zewnetrznych-mariusz-postol,vjcprv.htm#format/w"
44.55,1,Niemiecki dla specjalistów IT. Kurs video. Poziom pierwszy. Komunikacja w codziennej pracy,Rafał Tondera,https://static01.helion.com.pl/global/okladki/145x218/vnieit.png,"https://helion.pl/ksiazki/niemiecki-dla-specjalistow-it-kurs-video-poziom-pierwszy-komunikacja-w-codziennej-pracy-rafal-tondera,vnieit.htm#format/w"
35.55,1,"Testowanie oprogramowania w .NET Core 2.0. Kurs video. Poziom pierwszy. Jak pisać dobry, niezawodny i łatwy w utrzymaniu kod",Marcin Szyszka,https://static01.helion.com.pl/global/okladki/145x218/vwdtnp.png,"https://helion.pl/ksiazki/testowanie-oprogramowania-w-net-core-2-0-kurs-video-poziom-pierwszy-jak-pisac-dobry-niezawodny-i-marcin-szyszka,vwdtnp.htm#format/w"
22.05,1,Unity dla dzieci. Stwórz własną grę 2D. Kurs video,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vunid2.png,"https://helion.pl/ksiazki/unity-dla-dzieci-stworz-wlasna-gre-2d-kurs-video-arkadiusz-brzegowy,vunid2.htm#format/w"
67.05,1,Vim. Kurs video. Zostań administratorem systemów IT,Piotr Kośka,https://static01.helion.com.pl/global/okladki/145x218/vvimv.png,"https://helion.pl/ksiazki/vim-kurs-video-zostan-administratorem-systemow-it-piotr-koska-piotr-tenyszyn,vvimv.htm#format/w"
71.60,1,Excel VBA. Kurs video. Budowanie procesu automatycznego raportowania,Daniel Brzózka,https://static01.helion.com.pl/global/okladki/145x218/vimpda.png,"https://helion.pl/ksiazki/excel-vba-kurs-video-budowanie-procesu-automatycznego-raportowania-daniel-brzozka,vimpda.htm#format/w"
44.55,1,OpenShift. Kurs video. Zostań administratorem systemów IT,Piotr Kośka,https://static01.helion.com.pl/global/okladki/145x218/vopskv.png,"https://helion.pl/ksiazki/openshift-kurs-video-zostan-administratorem-systemow-it-piotr-koska,vopskv.htm#format/w"
26.55,1,Język XAML. Kurs video. Poziom pierwszy. Programowanie aplikacji w WPF,Przemysław Starosta,https://static01.helion.com.pl/global/okladki/145x218/vjxam1.png,"https://helion.pl/ksiazki/jezyk-xaml-kurs-video-poziom-pierwszy-programowanie-aplikacji-w-wpf-przemyslaw-starosta,vjxam1.htm#format/w"
26.55,1,JavaScript. Kurs video. Poziom drugi. Zaawansowane techniki pisania skryptów,Jarosław Baca,https://static01.helion.com.pl/global/okladki/145x218/vjavsc.png,"https://helion.pl/ksiazki/javascript-kurs-video-poziom-drugi-zaawansowane-techniki-pisania-skryptow-jaroslaw-baca,vjavsc.htm#format/w"
35.55,1,Microsoft SQL Server. Tworzenie baz danych i zarządzanie nimi. Kurs video,Marcin Albiniak,https://static01.helion.com.pl/global/okladki/145x218/vsqlse.png,"https://helion.pl/ksiazki/microsoft-sql-server-tworzenie-baz-danych-i-zarzadzanie-nimi-kurs-video-marcin-albiniak,vsqlse.htm#format/w"
58.05,1,Nowoczesny JavaScript. Kurs video. Nowości od ES6 do ES2020,Piotr Jasiun,https://static01.helion.com.pl/global/okladki/145x218/vkecma.png,"https://helion.pl/ksiazki/nowoczesny-javascript-kurs-video-nowosci-od-es6-do-es2020-piotr-jasiun,vkecma.htm#format/w"
24.50,1,HTML 5. Kurs video. Poziom drugi. Tworzenie profesjonalnych stron WWW,Jarosław Baca,https://static01.helion.com.pl/global/okladki/145x218/vhtml5.png,"https://helion.pl/ksiazki/html-5-kurs-video-poziom-drugi-tworzenie-profesjonalnych-stron-www-jaroslaw-baca,vhtml5.htm#format/w"
22.05,1,Unity dla dzieci. Zabawa w programowanie gier. Kurs video. Poziom pierwszy,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vunidz.png,"https://helion.pl/ksiazki/unity-dla-dzieci-zabawa-w-programowanie-gier-kurs-video-poziom-pierwszy-arkadiusz-brzegowy,vunidz.htm#format/w"
17.55,1,Światło w fotografii. Warsztaty ze Scottem Kelby. Kurs video,Scott Kelby,https://static01.helion.com.pl/global/okladki/145x218/vsfwar.png,"https://helion.pl/ksiazki/swiatlo-w-fotografii-warsztaty-ze-scottem-kelby-kurs-video-scott-kelby,vsfwar.htm#format/w"
26.55,1,PL/SQL. Kurs video. Od podstaw do zagadnień zaawansowanych. Programowanie baz danych,Przemysław Starosta,https://static01.helion.com.pl/global/okladki/145x218/vplsql.png,"https://helion.pl/ksiazki/pl-sql-kurs-video-od-podstaw-do-zagadnien-zaawansowanych-programowanie-baz-danych-przemyslaw-starosta,vplsql.htm#format/w"
44.55,1,"C++. Kurs video. Poziom pierwszy. Składnia, podstawowe elementy języka, programowanie proceduralne",Jarosław Baca,https://static01.helion.com.pl/global/okladki/145x218/vcppsk.png,"https://helion.pl/ksiazki/c-kurs-video-poziom-pierwszy-skladnia-podstawowe-elementy-jezyka-programowanie-proceduralne-jaroslaw-baca,vcppsk.htm#format/w"
29.50,1,Access 2013. Kurs video. Kwerendy baz danych,Kamil Józwik,https://static01.helion.com.pl/global/okladki/145x218/acckwe.png,"https://helion.pl/ksiazki/access-2013-kurs-video-kwerendy-baz-danych-kamil-jozwik,acckwe.htm#format/w"
35.55,1,Adobe InDesign CC. Kurs video. Poziom pierwszy. Praca z grafiką i tekstem,Paweł Zakrzewski,https://static01.helion.com.pl/global/okladki/145x218/adoind.png,"https://helion.pl/ksiazki/adobe-indesign-cc-kurs-video-poziom-pierwszy-praca-z-grafika-i-tekstem-pawel-zakrzewski,adoind.htm#format/w"
31.05,1,Android Studio. Kurs video. Programowanie aplikacji na urządzenia mobilne,Paweł Gajda,https://static01.helion.com.pl/global/okladki/145x218/andstu.png,"https://helion.pl/ksiazki/android-studio-kurs-video-programowanie-aplikacji-na-urzadzenia-mobilne-pawel-gajda,andstu.htm#format/w"
44.55,1,Arduino. Kurs video. Poziom pierwszy. Podstawowe techniki dla własnych projektów elektronicznych,Paweł Matyszok,https://static01.helion.com.pl/global/okladki/145x218/arduin.png,"https://helion.pl/ksiazki/arduino-kurs-video-poziom-pierwszy-podstawowe-techniki-dla-wlasnych-projektow-elektronicznych-pawel-matyszok,arduin.htm#format/w"
22.05,1,Java. Kurs video. Poziom pierwszy. Podstawy tworzenia aplikacji,Paweł Pluta,https://static01.helion.com.pl/global/okladki/145x218/vjava1.png,"https://helion.pl/ksiazki/java-kurs-video-poziom-pierwszy-podstawy-tworzenia-aplikacji-pawel-pluta,vjava1.htm#format/w"
58.05,1,Ansible. Kurs video. Automatyzacja w IT od podstaw,Piotr Kośka,https://static01.helion.com.pl/global/okladki/145x218/vansib.png,"https://helion.pl/ksiazki/ansible-kurs-video-automatyzacja-w-it-od-podstaw-piotr-koska,vansib.htm#format/w"
8.96,1,Planimetria i geometria analityczna. Jak zdać maturę z matematyki? Kurs video. Poziom podstawowy,Denis Aleksa,https://static01.helion.com.pl/global/okladki/145x218/vjakpp.png,"https://helion.pl/ksiazki/planimetria-i-geometria-analityczna-jak-zdac-mature-z-matematyki-kurs-video-poziom-podstawowy-denis-aleksa,vjakpp.htm#format/w"
8.96,1,Prawdopodobieństwo i statystyka. Jak zdać maturę z matematyki? Kurs video. Poziom podstawowy,Denis Aleksa,https://static01.helion.com.pl/global/okladki/145x218/vjakps.png,"https://helion.pl/ksiazki/prawdopodobienstwo-i-statystyka-jak-zdac-mature-z-matematyki-kurs-video-poziom-podstawowy-denis-aleksa,vjakps.htm#format/w"
26.55,1,Java. Kurs video. Poziom drugi. Programowanie funkcyjne i współbieżne,Michał Szczepanik,https://static01.helion.com.pl/global/okladki/145x218/vjavse.png,"https://helion.pl/ksiazki/java-kurs-video-poziom-drugi-programowanie-funkcyjne-i-wspolbiezne-michal-szczepanik,vjavse.htm#format/w"
22.05,1,"Docker. Kurs video. Poziom drugi. Sieci, wolumeny i ustawienia daemona",Adam Raźniewski,https://static01.helion.com.pl/global/okladki/145x218/vdock2.png,"https://helion.pl/ksiazki/docker-kurs-video-poziom-drugi-sieci-wolumeny-i-ustawienia-daemona-adam-razniewski,vdock2.htm#format/w"
26.55,1,Tworzenie motywów WordPress. Kurs video dla zaawansowanych. Od prostej strony po katalog produktów,Wojciech Bielak,https://static01.helion.com.pl/global/okladki/145x218/vwopr2.png,"https://helion.pl/ksiazki/tworzenie-motywow-wordpress-kurs-video-dla-zaawansowanych-od-prostej-strony-po-katalog-produktow-wojciech-bielak,vwopr2.htm#format/w"
44.55,1,CSS i SASS. Kurs video. Praktyczny projekt nowoczesnego dashboardu,Michał Grząśko,https://static01.helion.com.pl/global/okladki/145x218/vcsssa.png,"https://helion.pl/ksiazki/css-i-sass-kurs-video-praktyczny-projekt-nowoczesnego-dashboardu-michal-grzasko,vcsssa.htm#format/w"
26.55,1,Android. Techniki efektywnej pracy. Kurs video. Poziom pierwszy. Skróty klawiszowe i biblioteki,Dawid Firuzek,https://static01.helion.com.pl/global/okladki/145x218/vsband.png,"https://helion.pl/ksiazki/android-techniki-efektywnej-pracy-kurs-video-poziom-pierwszy-skroty-klawiszowe-i-biblioteki-dawid-firuzek,vsband.htm#format/w"
26.55,1,Java 8. Programowanie obiektowe. Kurs video. Poziom pierwszy,Michał Szczepanik,https://static01.helion.com.pl/global/okladki/145x218/vjav81.png,"https://helion.pl/ksiazki/java-8-programowanie-obiektowe-kurs-video-poziom-pierwszy-michal-szczepanik,vjav81.htm#format/w"
15.71,1,Machine learning i język R. Kurs video. Pierwsze kroki z pakietem mlr,Mateusz Staniak,https://static01.helion.com.pl/global/okladki/145x218/vuczma.png,"https://helion.pl/ksiazki/machine-learning-i-jezyk-r-kurs-video-pierwsze-kroki-z-pakietem-mlr-mateusz-staniak,vuczma.htm#format/w"
31.05,1,Szachy w godzinę. Kurs video. Od zera do pierwszej partii szachów,Michał Kanarkiewicz,https://static01.helion.com.pl/global/okladki/145x218/vszach.png,"https://helion.pl/ksiazki/szachy-w-godzine-kurs-video-od-zera-do-pierwszej-partii-szachow-michal-kanarkiewicz,vszach.htm#format/w"
26.55,1,Technologia LINQ. Kurs video. Warsztat pracy z danymi z różnych źródeł,Przemysław Starosta,https://static01.helion.com.pl/global/okladki/145x218/vlinqk.png,"https://helion.pl/ksiazki/technologia-linq-kurs-video-warsztat-pracy-z-danymi-z-roznych-zrodel-przemyslaw-starosta,vlinqk.htm#format/w"
31.05,1,Programowanie w PostgreSQL. Kurs video. Analiza danych,Przemysław Starosta,https://static01.helion.com.pl/global/okladki/145x218/vpsqla.png,"https://helion.pl/ksiazki/programowanie-w-postgresql-kurs-video-analiza-danych-przemyslaw-starosta,vpsqla.htm#format/w"
44.55,1,"Jak lepiej pisać po angielsku. Kurs video. Teksty formalne, urzędowe i techniczne",Rafał Tondera,https://static01.helion.com.pl/global/okladki/145x218/vtwtf.png,"https://helion.pl/ksiazki/jak-lepiej-pisac-po-angielsku-kurs-video-teksty-formalne-urzedowe-i-techniczne-rafal-tondera,vtwtf.htm#format/w"
31.05,1,"RESTful Web Services. Kurs video. Tworzenie restowych aplikacji internetowych w Spring, AngularJS",Łukasz Ogan,https://static01.helion.com.pl/global/okladki/145x218/vresws.png,"https://helion.pl/ksiazki/restful-web-services-kurs-video-tworzenie-restowych-aplikacji-internetowych-w-spring-angularjs-lukasz-ogan,vresws.htm#format/w"
71.55,1,Java. Kurs video. Zaawansowane elementy języka,Arkadiusz Wrzos,https://static01.helion.com.pl/global/okladki/145x218/vjavza.png,"https://helion.pl/ksiazki/java-kurs-video-zaawansowane-elementy-jezyka-arkadiusz-wrzos,vjavza.htm#format/w"
44.55,1,Raspberry Pi. Kurs video. Praktyczne zastosowanie popularnej maliny,Łukasz Kaźmierczak,https://static01.helion.com.pl/global/okladki/145x218/praspi.png,"https://helion.pl/ksiazki/raspberry-pi-kurs-video-praktyczne-zastosowanie-popularnej-maliny-lukasz-kazmierczak,praspi.htm#format/w"
58.05,1,Frontend developer. Kurs video. React. Poziom podstawowy,Radosław Madecki,https://static01.helion.com.pl/global/okladki/145x218/vfrode.png,"https://helion.pl/ksiazki/frontend-developer-kurs-video-react-poziom-podstawowy-radoslaw-madecki,vfrode.htm#format/w"
35.55,1,Vue.js. Kurs video. Tworzenie zaawansowanych aplikacji webowych,Piotr Łużecki,https://static01.helion.com.pl/global/okladki/145x218/vvuekv.png,"https://helion.pl/ksiazki/vue-js-kurs-video-tworzenie-zaawansowanych-aplikacji-webowych-piotr-luzecki,vvuekv.htm#format/w"
22.05,1,jQuery. Kurs video. Poziom pierwszy. Interaktywne interfejsy internetowe,Paweł Bensel,https://static01.helion.com.pl/global/okladki/145x218/jque1v.png,"https://helion.pl/ksiazki/jquery-kurs-video-poziom-pierwszy-interaktywne-interfejsy-internetowe-pawel-bensel,jque1v.htm#format/w"
19.60,1,Excel 2013. Kurs video. Poziom pierwszy. Kluczowe umiejętności i najlepsze praktyki,Bartosz Danowski,https://static01.helion.com.pl/global/okladki/145x218/ex131v.png,"https://helion.pl/ksiazki/excel-2013-kurs-video-poziom-pierwszy-kluczowe-umiejetnosci-i-najlepsze-praktyki-bartosz-danowski,ex131v.htm#format/w"
22.05,1,Unity. Kurs video. Poziom pierwszy. Tworzenie gier komputerowych 3D,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/uni3dp.png,"https://helion.pl/ksiazki/unity-kurs-video-poziom-pierwszy-tworzenie-gier-komputerowych-3d-arkadiusz-brzegowy,uni3dp.htm#format/w"
26.55,1,CorelDRAW X7. Kurs video. Poziom pierwszy. Techniki i narzędzia pracy grafika komputerowego,Monika Popiołkiewicz,https://static01.helion.com.pl/global/okladki/145x218/vcdx71.png,"https://helion.pl/ksiazki/coreldraw-x7-kurs-video-poziom-pierwszy-techniki-i-narzedzia-pracy-grafika-komputerowego-monika-popiolkiewicz,vcdx71.htm#format/w"
23.60,1,Excel 2013. Kurs video. Poziom drugi. Przetwarzanie i analiza danych,Daniel Brzózka,https://static01.helion.com.pl/global/okladki/145x218/vex132.png,"https://helion.pl/ksiazki/excel-2013-kurs-video-poziom-drugi-przetwarzanie-i-analiza-danych-daniel-brzozka,vex132.htm#format/w"
31.05,1,"Linux DevOps. Kurs video. Jenkins, Ansible, Terraform i Traefik",Adam Raźniewski,https://static01.helion.com.pl/global/okladki/145x218/vlised.png,"https://helion.pl/ksiazki/linux-devops-kurs-video-jenkins-ansible-terraform-i-traefik-adam-razniewski,vlised.htm#format/w"
15.71,1,Testowanie w Angularze. Kurs video. Karma i Jasmine,Dawid Perdek,https://static01.helion.com.pl/global/okladki/145x218/vtesan.png,"https://helion.pl/ksiazki/testowanie-w-angularze-kurs-video-karma-i-jasmine-dawid-perdek,vtesan.htm#format/w"
31.05,1,Test Driven Development. Kurs video. Sztuka pisania niezawodnego kodu,Jarosław Porwoł,https://static01.helion.com.pl/global/okladki/145x218/vtedrd.png,"https://helion.pl/ksiazki/test-driven-development-kurs-video-sztuka-pisania-niezawodnego-kodu-jaroslaw-porwol,vtedrd.htm#format/w"
40.05,1,Docker. Kurs video. Praca z systemem konteneryzacji i Docker Swarm,Adam Raźniewski,https://static01.helion.com.pl/global/okladki/145x218/vdocke.png,"https://helion.pl/ksiazki/docker-kurs-video-praca-z-systemem-konteneryzacji-i-docker-swarm-adam-razniewski,vdocke.htm#format/w"
26.55,1,Kotlin w praktyce. Kurs video. Tworzenie aplikacji webowych za pomocą Spring Boota,"Radosław Słowiński ",https://static01.helion.com.pl/global/okladki/145x218/vtawsb.png,"https://helion.pl/ksiazki/kotlin-w-praktyce-kurs-video-tworzenie-aplikacji-webowych-za-pomoca-spring-boota-radoslaw-slowinski,vtawsb.htm#format/w"
22.05,1,Sass od podstaw. Kurs video. Budowa kompleksowej strony  w oparciu o metodologię BEM,Maksymilian Olszewski,https://static01.helion.com.pl/global/okladki/145x218/vcssas.png,"https://helion.pl/ksiazki/sass-od-podstaw-kurs-video-budowa-kompleksowej-strony-w-oparciu-o-metodologie-bem-maksymilian-olszewski,vcssas.htm#format/w"
26.55,1,Tworzenie gier multiplayer dla programistów Unity. Poziom pierwszy. Kurs video,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vunit1.png,"https://helion.pl/ksiazki/tworzenie-gier-multiplayer-dla-programistow-unity-poziom-pierwszy-kurs-video-arkadiusz-brzegowy,vunit1.htm#format/w"
31.05,1,Angielski w biznesie. Kurs video. Poziom pierwszy. Kurs językowy dla zapracowanych,Anna Lewoc,https://static01.helion.com.pl/global/okladki/145x218/vangbi.png,"https://helion.pl/ksiazki/angielski-w-biznesie-kurs-video-poziom-pierwszy-kurs-jezykowy-dla-zapracowanych-anna-lewoc,vangbi.htm#format/w"
26.55,1,Testowanie aplikacji mobilnych na platformę Android. Kurs video. Poziom pierwszy. Testy jednostkowe i UI,Michał Szczepanik,https://static01.helion.com.pl/global/okladki/145x218/vtesaa.png,"https://helion.pl/ksiazki/testowanie-aplikacji-mobilnych-na-platforme-android-kurs-video-poziom-pierwszy-testy-jednostkowe-i-michal-szczepanik,vtesaa.htm#format/w"
26.55,1,Kotlin dla Android Developerów. Kurs video. Programowanie aplikacji,Michał Szczepanik,https://static01.helion.com.pl/global/okladki/145x218/vkotan.png,"https://helion.pl/ksiazki/kotlin-dla-android-developerow-kurs-video-programowanie-aplikacji-michal-szczepanik,vkotan.htm#format/w"
44.55,1,Android. Kurs video. Poziom drugi. Zaawansowane programowanie aplikacji,Michał Szczepanik,https://static01.helion.com.pl/global/okladki/145x218/vtaan2.png,"https://helion.pl/ksiazki/android-kurs-video-poziom-drugi-zaawansowane-programowanie-aplikacji-michal-szczepanik,vtaan2.htm#format/w"
44.55,1,Angielski dla specjalistów IT. Kurs video. Komunikacja w codziennej pracy,Anna Lewoc,https://static01.helion.com.pl/global/okladki/145x218/vangit.png,"https://helion.pl/ksiazki/angielski-dla-specjalistow-it-kurs-video-komunikacja-w-codziennej-pracy-anna-lewoc,vangit.htm#format/w"
44.55,1,Praktyczny kurs programowania C# w Unity. Kurs video. Poziom podstawowy,Arkadiusz Brzegowy,https://static01.helion.com.pl/global/okladki/145x218/vjcpru.png,"https://helion.pl/ksiazki/praktyczny-kurs-programowania-c-w-unity-kurs-video-poziom-podstawowy-arkadiusz-brzegowy,vjcpru.htm#format/w"
34.65,1,Platforma Xamarin. Kurs video. Poziom pierwszy. Tworzenie pierwszej aplikacji cross-platform,Daniel Krzyczkowski,https://static01.helion.com.pl/global/okladki/145x218/vplaxa.png,"https://helion.pl/ksiazki/platforma-xamarin-kurs-video-poziom-pierwszy-tworzenie-pierwszej-aplikacji-cross-platform-daniel-krzyczkowski,vplaxa.htm#format/w"
26.55,1,"Wyrażenia regularne. Kurs video. Poziom pierwszy. Proste wzorce, które odmienią Twoje życie",Jarosław Baca,https://static01.helion.com.pl/global/okladki/145x218/vwyrar.png,"https://helion.pl/ksiazki/wyrazenia-regularne-kurs-video-poziom-pierwszy-proste-wzorce-ktore-odmienia-twoje-zycie-jaroslaw-baca,vwyrar.htm#format/w"
8.96,1,Mały szachista. Kurs video. Poziom pierwszy. Nauka gry w szachy dla dzieci,Wiktor Lech,https://static01.helion.com.pl/global/okladki/145x218/vmasza.png,"https://helion.pl/ksiazki/maly-szachista-kurs-video-poziom-pierwszy-nauka-gry-w-szachy-dla-dzieci-wiktor-lech,vmasza.htm#format/w"
35.55,1,Node.js. Kurs video. Tworzenie skalowalnych aplikacji webowych,Łukasz Ogan,https://static01.helion.com.pl/global/okladki/145x218/vnodjs.png,"https://helion.pl/ksiazki/node-js-kurs-video-tworzenie-skalowalnych-aplikacji-webowych-lukasz-ogan,vnodjs.htm#format/w"
31.05,1,Spring Web MVC. Kurs video. Programowanie aplikacji webowych,Dobromir Matusiewicz,https://static01.helion.com.pl/global/okladki/145x218/vswmvc.png,"https://helion.pl/ksiazki/spring-web-mvc-kurs-video-programowanie-aplikacji-webowych-dobromir-matusiewicz,vswmvc.htm#format/w"
22.05,1,Programowanie w Ruby. Poziom drugi. Kurs video. Zaawansowane techniki,Jacek Galanciak,https://static01.helion.com.pl/global/okladki/145x218/vprub2.png,"https://helion.pl/ksiazki/programowanie-w-ruby-poziom-drugi-kurs-video-zaawansowane-techniki-jacek-galanciak,vprub2.htm#format/w"
71.60,1,Canvas. Kurs video. Tworzenie elementów graficznych na stronach internetowych,Bartosz Szmit,https://static01.helion.com.pl/global/okladki/145x218/prwtc.png,"https://helion.pl/ksiazki/canvas-kurs-video-tworzenie-elementow-graficznych-na-stronach-internetowych-bartosz-szmit,prwtc.htm#format/w"
